URN;Name;Street;Locality;Address;Town;County;Postcode;Number
20040;Acorn's Children's Centre;Vigo Road;;;Andover;Hampshire;SP10 1JZ;01264-336718
20071;All Seasons and Seedlings Children's Centre;Priestlands Road;Pennington;Lymington;New Forest;Hampshire;SO41 8HX;01425-612113
20145;Aviary Children's Centre;Blackbird Road;Nightingale Avenue;;Eastleigh;Hampshire;SO50 9JW;02380-684990
20254;Bunnies Children's Centre;Hatchwarren Community Centre;Longcross Lane;Hatch Warren;Basingstoke;Hampshire;RG22 4XF;01264-735437
20320;Badgers and Home Tree Children's Centre;Bishops Green Community Ct;Beech Road;Bishops Green;Basingstoke;Hampshire;RG20 4AD;01256-357028
20323;Little Petals Children's Centre;Bishops Waltham Library;Bank Street;;Bishops Waltham;Hampshire;SO32 1AN;07949-036682
20370;Hop-a-Long Children's Centre;Botley Primary School;52 High Street;Botley;Eastleigh;Hampshire;SO30 2EA;07792-821550
20399;Branches Children's Centre;Horndean Technology College;Barton Cross;Horndean;;Hampshire;PO8 9PQ;02392-240077
20466;Sovereign and Strawberry Meadow Children's Centre;Brookfield Community School;Brook Lane;Sarisbury Green;Fareham;Hampshire;SO31 7DU;01329-841097
20521;Bushy Leaze Children's Centre;Eastbrooke Road;Alton;;East Hampshire;Hampshire;GU34 2DR;01420-87675
20525;Buttercups and Bunnies Children's Centre;Manor Field Infs School;Haydn Road;Brighton Hill;Basingstoke;Hampshire;RG22 4DH;01256-331574
20527;Butterflies Children's Centre;Manor Infant School;Fernhill Road;"Cove; Farnborough";Rushmoor;Hampshire;GU14 9DX;01252-511556
20537;Cadland and Forest First Children's Centre;Whitefield Road;Holbury;;New Forest;Hampshire;SO45 2HW;02380-890877
20620;Chamberlayne Children's Centre;Chamberlayne Road;;;Eastleigh;Hampshire;SO50 5JL;02380-684990
20622;Caterpillar Hill Children's Centre;Chandlers Ford Library;Oakmount Road;Chandlers Ford;Eastleigh;Hampshire;SO53 2LH;02380-684990
20640;Chase Children's Centre;Budds Lane;Bordon;;East Hampshire;Hampshire;GU35 0JB;01730-269663
20707;Lily Pads and The Courtyard Children's Centre;Chineham Library;Unit E;"Chineham Shopping Centre; Chineham";Basingstoke;Hampshire;RG24 8BQ;01256-357028
20873;Crookhorn Lane Children's Centre;Crookhorn Lane;Purbrook;Waterlooville;Havant;Hampshire;PO7 5QL;02392-264701
20942;Happy Valley Children's Centre;Denmead Infant School;Hambledon Road;Denmead;Winchester;Hampshire;PO7 6PN;07872-503923
21093;"Turners Wood; Fleet Fireflies and Wild Rose Children's Centre";Elvetham Heath Primary School;The Key;Elvetham Heath;Fleet;Hampshire;GU51 1DP;01252-813756
21184;Fleet Fireflies Children's Centre;Fleet Library;236 Fleet Road;;Fleet;Hampshire;GU51 4BX;01252-616909
21198;Forest First Children's Centre;Heather Road;Blackfield;;Southampton;Hampshire;SO45 1DZ;02380-894425
21222;Water Lilies Children's Centre;Frogmore Infant School;Green Lane;Camberley;Hart;Hampshire;GU17 0NY;01252-879254
21392;Little Saplings and Wisteria Children's Centre;Oakwood Infant School;Church Lane;;Hartley Wintney;Hampshire;RG27 8DZ;01252-813756
21395;Haselbridge Children's Centre;Haselworth Primary School;Stone Lane;;Gosport;Hampshire;PO12 1SQ;02392-513777
21409;Haven Children's Centre;Harris Road;;;Gosport;Hampshire;PO13 0UY;01329-232095
21431;Heath Children's Centre;Readon Close;;;Petersfield;Hampshire;GU32 3JL;01730-269663
21508;Hillside Children's Centre;The Crossover Centre;71 Station Road;;Liss;Hampshire;GU33 7AD;01730-269663
21545;Honeycomb Children's Centre;Chiltern Way;;;Basingstoke;Hampshire;RG22 5BB;01256-331574
21643;Keepsake Children's Centre;Portchester Community Centre;Westlands Grove;Portchester;Fareham;Hampshire;PO16 9AD;01329-841097
21679;Reign and Shine Children's Centre;Kings Worthy Primary School;Church Lane;Kings Worthy;Winchester;Hampshire;SO23 7QS;01962-889083
21745;Lanterns Nursery School and Children's Centre;Bereweeke Road;Winchester;;Winchester;Hampshire;SO22 6AJ;01962-893602
21796;Link's Children's Centre;Linnet Close;;Wecock Farm;Cowplain;Hampshire;PO8 9UY;02392-240077
21804;Little Coppice Children's Centre;Botley Road;Fair Oak;;Eastleigh;Hampshire;SO50 7AN;02380-602799
21821;Little Oaks and Sunshine Children's Centre;Romsey Primary School Site;Mercer Way;Romsey;Test Valley;Hampshire;SO51 7PH;01264-336718
21831;Little Waves Children's Centre;St Vincents College Campus;Mill Lane;;Gosport;Hampshire;PO12 4QA;02392-523075
21880;The Courtyard Children's Centre;Lychpit Community Centre;Off Great Binfields Road;Lychpit;Basingstoke;Hampshire;RG24 8TF;
21920;Maple Vue Children's Centre;Belle Vue Infant School;Belle Vue Road;Aldershot;Rushmoor;Hampshire;GU12 4RZ;01252-519920
21963;Wisteria Children's Centre;Bridewell Building;The Bury;"Odiham; Hook";Odiham;Hampshire;RG29 1NB;01252-810904
21989;Merryfields Children's Centre;Neville Lovett School Site;St Anne Grove;;Fareham;Hampshire;PO14 1JJ;01329-841097
21990;"Little Petals; Merry-Go-Round and Happy Valley Children's Centre";Wickham Primary School;Buddens Road;Wickham;Winchester;Hampshire;PO17 5HU;02392-269695
22011;"Mill Hill; Small Steps and Crookhorn Lane Children's Centre";Mill Road;Waterlooville;;Havant;Hampshire;PO7 7DB;02392-240077
22217;Oak Meadow Children's Centre;Tewkesbury Avenue;;;Fareham;Hampshire;PO15 6LL;01329-841097
22240;Octopus Children's Centre;Oakridge Hall for All;Oakridge Village;Forsythia Walk;Basingstoke;Hampshire;RG21 5RG;01256-818514
22264;The Orchard Children's Centre;Emsworth Primary School;Victoria Road;Emsworth;Havant;Hampshire;PO10 7LX;02392-475101
22289;Snowdrops Children's Centre;Overton Community Building;High Street;;Overton;Hampshire;RG25 3HB;01256-331574
22292;Owls Children's Centre;Mayfield Road;Farnborough;;Rushmoor;Hampshire;GU14 8LH;01252-519920
22313;Park Futures Children's Centre;Sandleford Road;Warren Park;;Havant;Hampshire;PO9 4LR;02392-424980
22332;Pathways Children's Centre;Ringwood Library;Christchurch Road;;Ringwood;Hampshire;BH24 1DW;01425-472545
22345;Pebbles Children's Centre;Shakespeare Road;Popley;;Basingstoke;Hampshire;RG24 9BP;01256-357028
22405;Poppies and Water Meadow Children's Centre;Barton Stacey Primary School;The Green;Barton Stacey;Winchester;Hampshire;SO21 3RY;01264-336718
22663;Seedlings Children's Centre;Highwood House;Highwood Road;Brockenhurst;New Forest;Hampshire;SO42 7RY;01590-624489
22676;Sharps Copse and Park Futures Children's Centre;Prospect Lane;;;Havant;Hampshire;PO9 5PE;02392-475101
22763;Sycamore Children's Centre;South Farnborough Junior School;Cunnington Road;;Farnborough;Hampshire;GU14 6PL;01252-519920
22806;Sparklers and The Carroll Children's Centre;Garbett Rd;;;Winchester;Hampshire;SO23 0NY;02392-269695
22816;Spring Meadow Children's Centre;Smannell Road;;;Andover;Hampshire;SP11 6JP;01264-336718
22922;Starfish and The Orchard Children's Centre;Palmerston Road;Hayling Island;;Havant;Hampshire;PO11 9ET;02392-475101
22931;Water Meadow Children's Centre;Stockbridge Primary School;Old London Road;Stockbridge;Test Valley;Hampshire;SO20 6EJ;01264-811089
22967;Stubblee Hill and Sure Start Rowner Children's Centre;Elmore Road;Lee on Solent;;Gosport;Hampshire;PO13 9DY;02392-553816
22979;Sunbeams and Reign and Shine Children's Centre;Sun Hill Junior School;Sun Lane;New Alresford;Alresford;Hampshire;SO24 9NB;02392-269695
23001;Sunflowers Children's Centre;Park Primary Schools Campus;Gloucester Road;;Aldershot;Hampshire;GU11 3SL;07525-104015
23061;Sure Start Rowner Children's Centre;Siskin Schools Campus;Nimrod drive;;Gosport;Hampshire;PO13 8AA;02392-513777
23106;Home Tree Children's Centre;Tadley Community Centre;Newchurch Road;Tadley;Tadley;Hampshire;RG26 4HN;01264-735437
23161;The Bridges and Pathways Children's Centre;Penny's Lane;Fordingbridge;;New Forest;Hampshire;SP6 1HJ;01425-612113
23165;The Carroll Children's Centre;The Carroll;Somers Close;;Winchester;Hampshire;SO22 4EJ;01962-840022
23195;The Harbour Children's Centre;School Road;Eling;Totton;New Forest;Hampshire;SO40 9HX;02380-668683
23234;The Patch and The Harbour Children's Centre;Calmore Community Centre;Calmore Drive;Calmore;New Forest;Hampshire;SO40 2ZU;02380-890877
23236;The Phoenix Children and Young People's Centre;New Milton Youth Centre;Culver Road;New Milton;New Forest;Hampshire;BH25 6SY;01425-612113
23267;The Tree House and Little Waves Children's Centre;Elson Infant School Site;;;Gosport;Hampshire;PO12 4EU;02392-513777
23274;The Waterside Children's Centre;Ashford Crescent;Hythe;;New Forest;Hampshire;SO45 6ET;02380-890877
23278;"The West End Gateway; The Nest and Hop-a-Long Children's Centre";Townhill Farm Community Centre;Townhill Way;West End;Eastleigh;Hampshire;SO18 3RA;02380-602799
23284;The Windmill and Sails Children's Centre;Bursledon Infant & Junior School Site;Long lane;Bursledon;Eastleigh;Hampshire;SO31 8BZ;02380-602799
23346;Tree Tops and Hillside Children's Centre;Liphook Library;London Road;;Liphook;Hampshire;GU30 7AN;01730-269663
23358;Trospacc Children's Centre;Stockheath Lane;;;Havant;Hampshire;PO9 3BD;02392-475101
23369;Wild Rose Children's Centre;Tweseldown Road;Church Crookham;;Hart;Hampshire;GU52 8BW;01252-810904
23548;Westside Children's Centre;West Side Community Centre;Paddock Road;South Ham;Basingstoke;Hampshire;RG22 6QB;01256-331574
23591;The Nest Children's Centre;Wildern Clinic;Wildern School;Wildern Lane;Hedge End;Hampshire;SO30 4EJ;01489-796395
23710;Woodlark and Water Lilies Children's Centre;Yateley Secondary School;School Lane;;Yateley;Hampshire;GU46 6NW;01252-813756
113586;St Thoma's More School;Fallapit House;East Allington;;Totnes;Devon;TQ9 7QF;
115830;Haven Early Years Centre;Harris Road;;;Gosport;Hampshire;PO13 0UY;1329232095
115833;Austen Pupil Referral Unit;Chiltern Way;Worting Junior School;;Basingstoke;Hampshire;RG22 5BB;
115834;Ashwood Education Centre;Ashwood Way;Winklebury;;Basingstoke;Hampshire;RG23 8AA;
115835;Chawton Park Pupil Referral Unit;Chawton Park Road;;;Alton;Hampshire;GU34 1RQ;
115836;Rowhill School;York Road;;;Aldershot;Hampshire;GU11 3JG;1252367500
115837;Smannell Field School;Smannell Road;;;Andover;Hampshire;SP11 6JP;1264335640
115838;The Bridge Education Centre;2c Newtown Road;;;Eastleigh;Hampshire;SO50 9DB;2380629306
115840;Woodlands Education Centre;Park House Farm Way;;;Havant;Hampshire;PO9 4AJ;
115847;Greenwood School;Cabot Drive;Dibden;;Southampton;Hampshire;SO45 5UQ;2380423827
115848;Phoenix Pupil Referral Unit;Lunedale Road;Dibden Purlieu;;Southampton;Hampshire;SO45 4QN;
115849;Lord Wilson School;Montefiore Drive;Sarisbury Green;;Southampton;Hampshire;SO31 7NL;
115850;Alton Infant School;Normandy Street;;;Alton;Hampshire;GU34 1DH;142083857
115851;Anstey Junior School;Eastbrooke Road;;;Alton;Hampshire;GU34 2DR;142084486
115852;Balksbury Junior School;Floral Way;Salisbury Road;;Andover;Hampshire;SP10 3QP;1264365642
115853;Portway Junior School;Upper Drove;;Upper Drove;Andover;Hampshire;SP10 3NA;1264352060
115854;Anton Junior School;Barlows Lane;;;Andover;Hampshire;SP10 2HA;1264352845
115855;Ashley Infant School;Lower Ashley Road;Ashley;;New Milton;Hampshire;BH25 5AA;1425611321
115856;Awbridge Primary School;Danes Road;Awbridge;;Romsey;Hampshire;SO51 0HL;
115857;Portway Infant School;Ashfield Road;;;Andover;Hampshire;SP10 3PE;1264323716
115858;Winklebury Junior School;Willoughby Way;Off Winklebury Way;;Basingstoke;Hampshire;RG23 8AF;1256323244
115859;Oakridge Infant School;Oakridge Road;;;Basingstoke;Hampshire;RG21 5RR;1256321579
115860;South View Junior School;Shooters Way;;;Basingstoke;Hampshire;RG21 5LL;1256321928
115861;Beaulieu Village Primary School;High Street;Beaulieu;;Brockenhurst;Hampshire;SO42 7YD;1590612255
115862;Stoke Park Infant School;Abbotsbury Road;Bishopstoke;;Eastleigh;Hampshire;SO50 8NZ;2380601773
115863;Bishops Waltham Infant School;Oak Road;Bishops Waltham;;Southampton;Hampshire;SO32 1EP;1489892375
115864;Bordon Junior School;Budds Lane;;;Bordon;Hampshire;GU35 0JB;
115865;Bordon Infant School;Budds Lane;;;Bordon;Hampshire;GU35 0JB;1420472358
115866;Braishfield Primary School;Common Hill Road;Braishfield;;Romsey;Hampshire;SO51 0QF;1794368359
115867;Broughton Primary School;School Lane;Broughton;;Stockbridge;Hampshire;SO20 8AN;1794301286
115868;Burghclere Primary School;Church Lane;;;Newbury;Berkshire;RG20 9HT;1635278523
115869;Buriton Primary School;High Street;Buriton;;Petersfield;Hampshire;GU31 5RX;1730263526
115870;Burley Primary School;Church Lane;Burley;;Ringwood;Hampshire;BH24 4AP;1425403375
115871;Stoke Park Junior School;Underwood Road;Bishopstoke;;Eastleigh;Hampshire;SO50 6GR;2380612789
115872;Chandler's Ford Infant School;Kings Road;Chandler's Ford;;Eastleigh;Hampshire;SO53 2EY;2380252655
115873;Merdon Junior School;Merdon Avenue;Chandler's Ford;;Eastleigh;Hampshire;SO53 1EJ;2380265255
115874;Cheriton Primary School;Cheriton;;;Alresford;Hampshire;SO24 0QA;1962771278
115875;North Baddesley Infant School;Botley Road;North Baddesley;;Southampton;Hampshire;SO52 9EE;2380412412
115876;Clanfield Junior School;Little Hyden Lane;Clanfield;;Waterlooville;Hampshire;PO8 0RE;2392593209
115877;Cliddesden Primary School;Cliddesden;;;Basingstoke;Hampshire;RG25 2QU;1256321571
115878;Crondall Primary School;Croft Lane;Crondall;;Farnham;Hampshire;GU10 5QG;1252850291
115879;Curdridge Primary School;Church Lane;Curdridge;Near Botley;Southampton;Hampshire;SO32 2DR;1489782613
115880;Crofton Anne Dale Junior School;Cuckoo Lane;Stubbington;;Fareham;Hampshire;PO14 3PH;1329662087
115881;Droxford Junior School;Union Lane;Droxford;;Southampton;Hampshire;SO32 3QR;1489877537
115882;Denmead Infant School;Hambledon Road;Denmead;;Waterlooville;Hampshire;PO7 6PN;2392262717
115883;Wildground Junior School;Armitage Avenue;Dibden Purlieu;;Southampton;Hampshire;SO45 4LG;2380844001
115884;Fryern Junior School;Oakmount Road;Chandler's Ford;;Eastleigh;Hampshire;SO53 2LN;2380254155
115885;Wildground Infant School;Crete Road;Dibden Purlieu;;Southampton;Hampshire;SO45 4JX;2380844001
115886;The Crescent Primary School;The Crescent Primary School;Toynbee Road;;Eastleigh;Hampshire;SO50 9DH;2380612536
115887;Cherbourg Primary School;Cherbourg Road;;;Eastleigh;Hampshire;SO50 5QF;2380612557
115888;Shakespeare Infant School;Shakespeare Road;;;Eastleigh;Hampshire;SO50 4FZ;2380573888
115889;Wallisdean Junior School;Wallisdean Avenue;;;Fareham;Hampshire;PO14 1HU;1329232571
115890;Uplands Primary School;Morshead Crescent;;;Fareham;Hampshire;PO16 7QP;1329232878
115891;Fair Oak Infant School;Botley Road;Fair Oak;;Eastleigh;Hampshire;SO50 7AN;2380692207
115892;Redlands Primary School;Redlands Lane;;;Fareham;Hampshire;PO16 0UD;1329234012
115893;Wallisdean Infant School;Wallisdean Avenue;;;Fareham;Hampshire;PO14 1HT;1329280827
115894;Fawley Infant School;Calshot Road;Fawley;;Southampton;Hampshire;SO45 1EA;
115895;Blackfield Infant School;Hampton Lane;Blackfield;;Southampton;Hampshire;SO45 1XA;
115896;Fareham Park Infant School;Tewkesbury Avenue;;;Fareham;Hampshire;PO15 6LL;
115897;Grateley Primary School;Grateley;;;Andover;Hampshire;SP11 8JS;1264889240
115898;Greatham Primary School;Petersfield Road;Greatham;;Liss;Hampshire;GU33 6HA;1420538224
115899;Waterside Primary School;Ashford Crescent;Hythe;;Southampton;Hampshire;SO45 6ET;2380842143
115900;Hale Primary School;Hatchett Green;Hale;;Fordingbridge;Hampshire;SP6 2NE;1725510436
115901;Hamble Primary School;Hamble Lane;Hamble;;Southampton;Hampshire;SO31 4ND;2380453298
115902;Hambledon Primary School;Church Lane;Hambledon;;Waterlooville;Hampshire;PO7 4RT;2392632440
115903;Oakwood Infant School;Church Lane;Hartley Wintney;;Hook;Hampshire;RG27 8DY;1252842663
115904;Fairfield Infant School;Fairfield Road;;;Havant;Hampshire;PO9 1AY;2392483029
115905;Barncroft Junior School;Barncroft Way;Bedhampton;;Havant;Hampshire;PO9 3AG;
115906;Barncroft Infant School;Barncroft Way;Leigh Park;;Havant;Hampshire;PO9 3AG;
115907;Front Lawn Infant School;Broadmere Avenue;;;Havant;Hampshire;PO9 5HX;
115908;Riders Junior School;Kingsclere Avenue;Leigh Park;;Havant;Hampshire;PO9 4RY;2392475342
115909;Riders Infant School;Kingsclere Avenue;Leigh Park;;Havant;Hampshire;PO9 4RY;2392475342
115910;Sharps Copse Infant School;Prospect Lane;West Leigh;;Havant;Hampshire;PO9 5PE;
115911;Trosnant Junior School;Stockheath Lane;Leigh Park;;Havant;Hampshire;PO9 3BD;2392475606
115912;Trosnant Infant School;Stockheath Lane;Leigh Park;;Havant;Hampshire;PO9 3BD;2392475606
115913;Hawley Primary School;Hawley Road;Blackwater;;Camberley;Surrey;GU17 9BH;127631048
115914;Mill Rythe Junior School;Havant Road;;;Hayling Island;Hampshire;PO11 0PA;2392463663
115915;Tiptoe Primary School;Wootton Road;Tiptoe;;Lymington;Hampshire;SO41 6FU;1590682375
115916;Hythe Primary School;School Road;Hythe;;Southampton;Hampshire;SO45 6BL;2380843206
115917;Langdown Junior School;Ashford Crescent;Hythe;;Southampton;Hampshire;SO45 6ET;
115918;Freegrounds Infant School;Hobb Lane;Hedge End;;Southampton;Hampshire;SO30 0GG;1489782075
115919;Bosmere Junior School;South Street;;;Havant;Hampshire;PO9 1DA;2392482988
115920;Itchen Abbas Primary School;School Lane;Itchen Abbas;;Winchester;Hampshire;SO21 1BE;1962779310
115921;Ashford Hill Primary School;Ashford Hill Road;Ashford Hill;;THATCHAM;Berkshire;RG19 8BB;1189813822
115922;Kings Worthy Primary School;Church Lane;Kings Worthy;;Winchester;Hampshire;SO23 7QS;1962881410
115923;Sharps Copse Junior School;Prospect Lane;Leigh Park;;Havant;Hampshire;PO9 5PE;
115924;Langrish Primary School;Ramsdean Road;Stroud;;Petersfield;Hampshire;GU32 3PJ;1730263883
115925;Liss Junior School;Hillbrow Road;;;Liss;Hampshire;GU33 7LQ;1730892292
115926;Locks Heath Junior School;Warsash Road;Locks Heath;;Southampton;Hampshire;SO31 9NZ;1489572226
115927;Micheldever Primary School;Church Street;Micheldever;;Winchester;Hampshire;SO21 3DB;
115928;New Milton Infant School;Lymington Road;;;New Milton;Hampshire;BH25 6PZ;1425610568
115929;New Milton Junior School;Old Milton Road;;;New Milton;Hampshire;BH25 6DS;1425614633
115930;Sun Hill Junior School;Sun Lane;;;Alresford;Hampshire;SO24 9NB;
115931;Newtown Soberton Infant School;Church Road;Newtown;;Fareham;Hampshire;PO17 6LJ;1329833161
115932;North Waltham Primary School;Church Road;North Waltham;;Basingstoke;Hampshire;RG25 2BL;1256397344
115933;Buryfields Infant School;Buryfields;Odiham;;Hook;Hampshire;RG29 1NE;1256702667
115934;Owslebury Primary School;Beech Grove;Owslebury;;Winchester;Hampshire;SO21 1LS;1962777452
115935;Northern Junior School;Richmond Rise;Portchester;;Fareham;Hampshire;PO16 8DG;2392370613
115936;Petersfield Infant School;St Peter's Road;;;Petersfield;Hampshire;GU32 3HX;1730263048
115937;Purbrook Infant School;Aldermoor Road East;Purbrook;;Waterlooville;Hampshire;PO7 5NQ;2392610761
115938;Wicor Primary School;Hatherley Crescent;Portchester;;Fareham;Hampshire;PO16 9DL;1329237412
115939;Springwood Infant School;Springwood Avenue;;;Waterlooville;Hampshire;PO7 8ED;2392262078
115940;Herne Junior School;Love Lane;;Herne Junior School;Petersfield;Hampshire;GU31 4BP;1730263746
115941;Romsey Infant School;Plaza Parade;Winchester Road;;Romsey;Hampshire;SO51 8JA;
115942;Romsey Junior School;Mercer Way;;;Romsey;Hampshire;SO51 7PH;
115943;Ringwood Junior School;Hightown Road;;;Ringwood;Hampshire;BH24 1NH;1425473554
115944;Cupernham Junior School;Bransley Close;;;Romsey;Hampshire;SO51 7JT;1794512702
115945;St Mary Bourne Primary School;School Lane;St Mary Bourne;;Andover;Hampshire;SP11 6AU;1264738336
115946;Sheet Primary School;School Lane;Sheet;;Petersfield;Hampshire;GU32 2AS;1730263310
115947;Shipton Bellinger Primary School;3 Parkhouse Road;Shipton Bellinger;;Tidworth;Hampshire;SP9 7TW;1980843369
115948;Sopley Primary School;South Ripley;Bransgore;;Christchurch;Dorset;BH23 8ET;1425672343
115949;Stockbridge Primary & Pre-School;Old London Road;;;Stockbridge;Hampshire;SO20 6EJ;1264810550
115950;Burnham Copse Junior School;Newchurch Road;;;Tadley;Hampshire;RG26 4HN;
115951;Burnham Copse Infant School;New Church Road;;;Tadley;Hampshire;RG26 4HN;
115952;Tadley Community Primary School;The Green;;;Tadley;Hampshire;RG26 3PB;1189813805
115953;Titchfield Primary School;Southampton Road;Titchfield;;Fareham;Hampshire;PO14 4AU;1329843322
115954;Lydlynch Infant School;"Lydlynch Road;";Totton;;Southampton;Hampshire;SO40 3DW;2380863188
115955;Eling Infant School and Nursery;School Road;Totton;;Southampton;Hampshire;SO40 9HX;2380862267
115956;Foxhills Junior School;Foxhills Lane;Ashurst;New Forest;Southampton;Hampshire;SO40 7ED;2380292126
115957;Wallop Primary School;School Lane;Nether Wallop;;Stockbridge;Hampshire;SO20 8EH;1264781216
115958;Waite End Junior School;Mill Road;;;Waterlooville;Hampshire;PO7 7DB;
115959;Wellow School;Romsey Road;West Wellow;;Romsey;Hampshire;SO51 6BG;
115960;Wherwell Primary School;Wherwell;;;Andover;Hampshire;SP11 7JP;1264860384
115961;Weyford Infant School;Mill Chase Road;;;Bordon;Hampshire;GU35 0EP;
115962;Stanmore Primary School;Stanmore Lane;Stanmore;;Winchester;Hampshire;SO22 4AJ;1962852941
115963;Winnall Primary School;Garbett Road;Winnall;;Winchester;Hampshire;SO23 0NY;1962853889
115964;Padnell Junior School;Padnell Road;Cowplain;;Waterlooville;Hampshire;PO8 8EA;2392252752
115965;Padnell Infant School;Padnell Avenue;Cowplain;;Waterlooville;Hampshire;PO8 8DS;2392263784
115966;Hart Plain Infant School;Hart Plain Avenue;Cowplain;;Hants;Hampshire;PO8 8RZ;2392262511
115967;Crofton Anne Dale Infant School;Cuckoo Lane;Stubbington;;Fareham;Hampshire;PO14 3PH;1329662025
115968;Fryern Infant School;Oakmount Road;Chandler's Ford;;Eastleigh;Hampshire;SO53 2LN;2380265931
115969;Vigo Junior School;Vigo Road;;;Andover;Hampshire;SP10 1JZ;
115970;Vigo Primary School;Vigo Road;;;Andover;Hampshire;SP10 1JZ;1264365166
115971;Winklebury Infant School;Willoughby Way;Winklebury;;Basingstoke;Hampshire;RG23 8AF;1256323244
115972;Shamblehurst Primary School;Wildern Lane;Hedge End;;Southampton;Hampshire;SO30 4EJ;1489782342
