URN;Name;Street;Locality;Address;Town;County;Postcode;Number
116578;Kwabena Montessori Independent School;17 Closeworth Road;;;Farnborough;Hampshire;GU14 6JH;
116579;Churcher's College;Ramshill;;;Petersfield;Hampshire;GU31 4AS;1730263033
116584;St Edward's School;Melchet Court;Sherfield English;;Romsey;Hampshire;SO51 6ZR;1794885252
116585;The King's School;Key House;Sarum Hill;;Basingstoke;Hampshire;RG21 8SR;
116586;Coxlease School;Clay Hill;Lyndhurst;Hampshire;Lyndhurst;Hampshire;SO43 7DE;2380283633
116587;The King's School;26 Quob Lane;West End;;Southampton;Hampshire;SO30 3HN;
116588;Grateley House School;Pond Lane;Grateley;;Andover;Hampshire;SP11 8TA;1264889751
116589;The Loddon School;Wildmoor Lane;Sherfield-on-Loddon;;Hook;Hampshire;RG27 0JD;1256884600
116590;Thorngrove School;The Mount;Highclere;;Newbury;Berkshire;RG20 9PS;1635253172
116591;Brookham School;Highfield Lane;;;Liphook;Hampshire;GU30 7LL;
116592;Vine School;Church Lane;Curdbridge;;Southampton;Hampshire;SO32 2DR;
116594;St Michael's School;Harts Lane;Burghclere;;Newbury;Berkshire;RG20 9JW;1635278137
116595;The King's School;Lakesmere House;Allington Lane;Fair Oak;Hampshire;;SO50 7DB;2380600986
116596;Woodside House School;Woodside House;Purbrook;;Waterlooville;Hampshire;PO7 5RT;
116599;Greenhill School;Horris Hill;Newtown;;Newbury;;RG20 9DJ;
116600;Riverside Community Special School;Scratchface Lane;Purbrook;;Waterlooville;Hampshire;PO7 5QD;2392250138
116601;Foxbury School;Perth Road;Bridgemary;;Gosport;Hampshire;PO13 0XX;
116602;Green Croft School;Ship Lane;;;Farnborough;Hampshire;GU14 8BX;
116603;Lakeside School;Winchester Road;Chandler's Ford;;Eastleigh;Hampshire;SO53 2DW;2380266633
116604;Norman Gate School;Vigo Road;;;Andover;Hampshire;SP10 1JZ;1264323423
116605;Maple Ridge School;Maple Crescent;;;Basingstoke;Hampshire;RG21 5SX;1256323639
116606;Forest Edge School;Lydlynch Road;Totton;;Southampton;Hampshire;SO40 3DW;
116607;Heathfield Special School;Oldbury Way;;;Fareham;Hampshire;PO14 3BN;1329512804
116608;The Grange;Croft Road;Church Lane East;;Aldershot;Hampshire;GU11 3HR;
116609;Icknield School;River Way;;;Andover;Hampshire;SP11 6LT;1264365297
116610;Tankerville Special School;Romsey Road;;;Eastleigh;Hampshire;SO50 9AJ;
116611;Rachel Madocks School;Eagle Avenue;Cowplain;;Waterlooville;Hampshire;PO8 9XP;2392241818
116612;Salterns School;Commercial Road;Totton;;Southampton;Hampshire;SO40 3AF;
116613;Greenacres School;Andover Road;;;Winchester;Hampshire;SO22 6AU;
116614;Limington House School;St Andrew's Road;;;Basingstoke;Hampshire;RG22 6PS;1256322148
116615;Whitedown School;Albert Road;;;Alton;Hampshire;GU34 1LP;
116617;Baycroft School;Gosport Road;Stubbington;;Fareham;Hampshire;PO14 2AE;1329664151
116618;St Francis Special School;Patchway Drive;Oldbury Way;;Fareham;Hampshire;PO14 3BN;1329512804
116619;The Meadow School;Mill Chase Road;;;Bordon;Hampshire;GU35 0HA;
116626;Dove House School;Sutton Road;;;Basingstoke;Hampshire;RG21 5SU;
116633;The Waterloo School;Warfield Avenue;;;Waterlooville;Hampshire;PO7 7JJ;2392255956
116634;Saxon Wood School;Barron Place;Rooksdown;;Basingstoke;Hampshire;RG24 9NH;1256356635
116635;Wolverdene Special School;22 Love Lane;;;Andover;Hampshire;SP10 2AF;1264362350
116636;Treloar School;Powell Drive;;Holybourne;Alton;Hampshire;GU34 4GL;1420547400
116637;Oak Lodge School;Roman Road;Dibden Purlieu;;Southampton;Hampshire;SO45 4RQ;2380847213
116638;Hawthorns School;Pack Lane;;;Basingstoke;Hampshire;RG22 5TH;
116639;Glenwood School;Washington Road;;;Emsworth;Hampshire;PO10 7NN;1243373120
116640;Samuel Cody School;Ballantyne Road;;;Farnborough;Hampshire;GU14 8SN;1252514194
116641;The Mark Way School;Batchelors Barn Road;;;Andover;Hampshire;SP10 1HR;1264351835
116642;Shepherds Down Special School;Shepherds Lane;Compton;;Winchester;Hampshire;SO21 2AJ;1962713445
116644;Medecroft Opportunity Centre;Sparkfork Road;;;Winchester;Hampshire;SO22 4NJ;
128684;Chawleigh Primary School;;;;;;;
128685;Countess Weir First School;;;;;;;
128686;Pinhoe First School;;;;;;;
128688;Lapford Primary School;;;;;;;
128697;Kingsteignton Junior School;;;;;;;
128698;Modbury County Primary School;;;;;;;
128699;Highampton County Primary School;;;;;;;
128708;Kingsteignton CofE Infant School;;;;;;;
128710;Morchard Bishop CofE Primary School;;;;;;;
128711;St Michael's CofE Middle School;;;;;;;
128714;Bickleigh Down CofE Primary School;;;;;;;
128732;Brunell School;;;;;;;
128733;The Little School;;;;;;;
128739;Convent of the Holy Family School;;;;;;;
128740;Heathercombe Brake School;;;;;;;
128741;Rocklands School;;;;;;;
128742;Dawlish College;;;;;;;
128744;Russell College;;;;;;;
128747;Lupton House Lower School;;;;;;;
128748;The Wooden House Nursery School;Chevithorne Barton;;;Tiverton;Devon;;
128749;Swallowcliff Special School;;;;;;;
128750;Ryalls County School;;;;;;;
128751;Torbay Preparatory School;;;;;;;
128752;Morice School;;;;;;;
128753;Plymouth Rudolf Steiner School;Hood Manor;Dartington;;Totnes;Devon;TQ9 6AB;
128756;Blyth School;;;;;;;
128979;Park House First School;Sparsholt Close;Leigh Park;;Havant;Hampshire;PO9 4AP;
128980;Park House Middle School;Sparsholt Close;Leigh Park;;Havant;Hampshire;PO9 4AP;
128989;Morelands Middle School;Crookhorn Lane;Purbrook;;Waterlooville;Hampshire;PO7 5QL;
128990;Morelands First School;Scratchface Lane;Purbrook;;Waterlooville;Hampshire;PO7 5QD;
129006;Newport County Junior School;Newport Road;;;Aldershot;Hampshire;GU12 4PW;
129007;Newport County Infant School;Newport Road;;;Aldershot;Hampshire;GU12 4PW;
129008;Fernhill County Junior School;Neville Duke Road;;;Farnborough;Hampshire;GU14 9BY;
129009;Fernhill County Infant School;Neville Duke Road;;;Farnborough;Hampshire;GU14 9BY;
129010;Belle Vue County Infant School;Belle Vue Road;;;Aldershot;Hampshire;GU12 4RZ;
129025;Purbrook CofE First School;5 London Road;Purbrook;;Waterlooville;Hampshire;PO7 5LH;
129049;Hilsea College;Oakley Hall;Oakley;;Basingstoke;Hampshire;RG23 7EJ;
129053;Holy Cross Junior School;Stakes Hill Road;;;Waterlooville;Hampshire;PO7 7BP;
129055;Stanley House School;St Michael's Road;;;Aldershot;Hampshire;GU12 4JW;
129057;Moreton House School;The Spain;;;Petersfield;Hampshire;GU32 3LA;
129069;Lord Mayor Treloar Hospital School;Chawton Park Road;;;Alton;Hampshire;GU34 1RJ;
129650;Wellstead Primary School;Wellstead Way;Hedge End;;Southampton;Hampshire;SO30 2LE;1489799351
130278;Kingscourt School;Catherington House;182 Five Heads Road;Catherington;Waterlooville;;PO8 9NJ;2392593251
130310;Chiltern Tutorial School;Otterbourne Halls;Cranbourne Drive;Otterbourne;Winchester;Hampshire;SO21 2ET;
130325;Mill Hill Primary School;Mill Road;;;Waterlooville;Hampshire;PO7 7DB;2392256955
130688;Basingstoke College of Technology;Worting Road;;;Basingstoke;Hampshire;RG21 8TN;1256354141
130689;Farnborough College of Technology;Boundary Road;;;Farnborough;Hampshire;GU14 6SB;1252407008
130690;Brockenhurst College;Lyndhurst Road;;;Brockenhurst;Hampshire;SO42 7ZE;1590625555
130691;Alton College;Old Odiham Road;;;Alton;Hampshire;GU34 2LX;
130692;Eastleigh College;Chestnut Avenue;;;Eastleigh;Hampshire;SO50 5FS;2380911000
130693;Fareham College;Bishopsfield Road;;;Fareham;Hampshire;PO14 1NH;1329815200
130694;Cricklade College;Charlton Road;;;Andover;Hampshire;SP10 1EJ;
130695;Havant and South Downs College;College Road;;;Waterlooville;Hampshire;PO7 8AA;2393879999
130698;Sparsholt College Hampshire;Westley Lane;Sparsholt;;Winchester;Hampshire;SO21 2NF;1962776441
130699;Totton College (Part of Nacro);Water Lane;Totton;;Southampton;Hampshire;SO40 3ZX;
130700;Queen Mary's College;Cliddesden Road;;;Basingstoke;Hampshire;RG21 3HF;
130701;Barton Peveril Sixth Form College;Chestnut Avenue;;;Eastleigh;Hampshire;SO50 5ZA;2380367200
130702;Havant College;New Road;;;Havant;Hampshire;PO9 1QL;
130703;The Sixth Form College Farnborough;Prospect Avenue;;;Farnborough;Hampshire;GU14 8JX;
130705;St Vincent College;Mill Lane;;;Gosport;Hampshire;PO12 4QA;
130708;Peter Symonds College;Owens Road;;;Winchester;Hampshire;SO22 6RX;1962857500
130861;Bushy Leaze Early Years Centre;Eastbrook Road;;;Alton;Hampshire;GU34 2DR;142087675
131068;Hollywater School;Mill Chase Road;;;Bordon;Hampshire;GU35 0HA;1420474396
131116;Holbrook Primary School;Wych Lane;Bridgemary;;Gosport;Hampshire;PO13 0JN;1329286011
131117;Bedenham Primary School;Bridgemary Avenue;;;Gosport;Hampshire;PO13 0XT;1329280445
131154;Chineham Park Primary School;Shakespeare Road;Popley;;Basingstoke;Hampshire;RG24 9BP;
131419;Oak Meadow Church of England Controlled Primary School;Tewkesbury Avenue;;;Fareham;Hampshire;PO15 6LL;
131420;Whiteley Primary School;Gull Coppice;Whiteley;;Fareham;Hampshire;PO15 7LA;1489881601
131450;St Mark's Church of England Primary School;Danebury Road;Hatch Warren;;Basingstoke;Hampshire;RG22 4US;1256346111
131516;Burnham Copse Primary School;Newchurch Road;;;Tadley;Hampshire;RG26 4HN;1189814498
131531;Tadley Court School;Tadley Common Road;Tadley;;Basingstoke;Hampshire;RG26 3TB;1189817720
131559;Henry Tyndale School;Ship Lane;;;Farnborough;Hampshire;GU14 8BX;1252544577
131624;The Sundridge Unit;Silvester Road;Cowplain;;Portsmouth;Hampshire;PO8 8TR;
131717;Knightwood Primary School;Bell Flower Way;Knightwood Road;Chandler's Ford;Eastleigh;Hampshire;SO53 4HW;2380261900
131891;The Fortune Centre of Riding Therapy;;Avon Tyrrell;Bransgore;Christchurch;Dorset;BH23 8EE;1425673297
131922;Minstead Training Project;Minstead Lodge;Minstead;;Nr Lyndhurst;Hampshire;SO43 7FT;2380812254
132078;Winchester Christian School;Co Kings School Senior;Hampshire;Lakesmere House Allington Lane;Eastleigh;Hampshire;SO50 7DB;
132143;St Anne's School;13 MILVIL Road;;;Lee-on-the-Solent;Hampshire;PO13 9LU;
132212;Great Binfields Primary School;Binfields Farm Lane;Chineham;;Basingstoke;Hampshire;RG24 8AJ;1256460532
132801;Elvetham Heath Primary School;The Key;Elvetham Heath;;Fleet;Hampshire;GU51 1DP;1252622205
132802;Cherrywood Community Primary School;Mayfield Road;;;Farnborough;Hampshire;GU14 8LH;1252547896
132890;Crookham CofE Infants' School;Gally Hill Road;Church Crookham;;Fleet;Hampshire;GU52 6PU;
132892;Hordle House School;Milford-on-Sea;;;Lymington;Hampshire;SO41 0NW;
132980;Treloar College;Powell Drive;Holybourne;;"Alton; Hants";Hampshire;GU34 4GL;1420547400
133068;Leigh House Hospital;Alresford Road;;;Winchester;Hampshire;SO21 1HD;1962825825
133085;Swanwick Lodge;Care of: Hampshire County Council;Castle Avenue;;Winchester;;SO23 8UJ;1489581913
133206;Kent Road Education Service;Kent Road;Bridgemary;;Gosport;Hampshire;PO13 0SP;
133228;Itchen Valley Education Trust;The Allbrook Education Centre;Pitmore Road;;Eastleigh;Hampshire;SO50 4LW;
133235;Eastbrook Education Trust;C/O 48 Windmill Hill;;;Alton;Hampshire;GU34 2SL;
133242;Solent Education Trust;109 East Cosham Road;;;Portsmouth;Hampshire;PO6 2BU;
133292;Micheldever CofE Primary School;Church Street;Micheldever;;Winchester;Hampshire;SO21 3DB;1962774213
133303;Sharps Copse Primary and Nursery School;Prospect Lane;;;Havant;Hampshire;PO9 5PE;2392484545
133581;Prospect School;Freeley Road;;;Havant;Hampshire;PO9 4AQ;2394006226
133778;The Key Education Centre;Tukes Avenue;;;Gosport;Hampshire;PO13 0SG;2392528653
133880;University of Winchester;Sparkford Road;;;Winchester;Hampshire;SO22 4NR;1962841515
133964;Grantham Farm Montessori School;Inhurst Lane;Baughurst;;Tadley;Hampshire;RG26 5JS;1189815821
134478;Focus School - Eastleigh Primary Campus;"The Mallard Centre; Nightingale Avenue";;;Eastleigh;Hampshire;SO50 9JJ;
134489;Thistledown Education Centre;St James Street;Ludgershall;;Andover;;SP11 9QF;
134502;Solent Education Trust;106 Park Lane;Bedhampton;;Havant;;PO9 3HN;
134652;Chiltern Primary School;Chiltern Way;;;Basingstoke;Hampshire;RG22 5BB;1256473791
134734;Cadland Primary School;Whitefield Road;;;Holbury;Hampshire;SO45 2HW;2380892341
134769;Sherfield School;Reading Road;Sherfield-on-Loddon;Hook;Hampshire;;RG27 0HU;1256884800
134844;Lanterns Nursery School and Extended Services;Bereweeke Road;;;Winchester;Hampshire;SO22 6AJ;1962860393
134869;Grangeside;Pack Lane;;;Basingstoke;Hampshire;RG22 5TH;
134945;Romsey Primary School;Mercer Way;;;Romsey;Hampshire;SO51 7PH;1794512362
135105;Jubilee School;84-86 Jubilee Road;;;Waterlooville;Hampshire;PO7 7RE;2392250963
135141;Three Counties Primary School;"Eastbrook Resource Centre; Vicarage Hill";;;Alton;Hampshire;GU34 2BT;
135240;Fair Ways School;New Road;Swanwick;Hampshire;Southampton;Hampshire;SO31 7HE;1489579011
135529;Woodcroft Primary;37 Woodcroft Lane;;;Waterlooville;Hampshire;PO8 9QD;2392593939
135690;The Ashwood Centre;Ashwood Way;;;Basingstoke;Hampshire;RG23 8AA;
135823;Forest Park School;Ringwood Road;Totton;;Southampton;Hampshire;SO40 8DZ;2380864949
135885;Cranford Park Primary;Cranford Park Drive;;;Yateley;Hampshire;GU46 6LB;1252870536
135887;Endeavour Primary School;East Anton Farm Road;;;Andover;Hampshire;SP11 6RD;1264310458
135939;Grangeside School;Pack Lane;;;Basingstoke;Hampshire;RG22 5TH;
136078;Barncroft Primary School;Park Lane;;;Havant;Hampshire;PO9 3HN;2392482331
136112;New Forest Small School;1 Southampton Road;;;Lyndhurst;Hampshire;SO43 7BU;2380284415
136156;Havant Academy;Wakefords Way;;;Havant;Hampshire;PO9 5JD;2393063592
136407;Pilgrims' Cross CofE Aided Primary School;Picket Twenty Way;;;Andover;Hampshire;SP11 6TY;1264365434
136447;The Priory Primary School;Pamber End;;;Tadley;Hampshire;RG26 5QD;1256850062
136640;The Mountbatten School;Whitenap Lane;;;Romsey;Hampshire;SO51 5SY;1794502502
136643;Bohunt School;Longmoor Road;;;Liphook;Hampshire;GU30 7NY;1428724324
136652;The Arnewood School;Gore Road;;;New Milton;Hampshire;BH25 6RS;1425625400
136654;Wildern School;Wildern Lane;Hedge End;;Southampton;Hampshire;SO30 4EJ;1489783473
136657;Ringwood School Academy;Parsonage Barn Lane;;;Ringwood;Hampshire;BH24 1SE;1425475000
136715;Thornden School;Winchester Road;Chandler's Ford;;Eastleigh;Hampshire;SO53 2DW;2380269722
136719;The Burgate School and Sixth Form;Salisbury Road;;;Fordingbridge;Hampshire;SP6 1EZ;1425652039
136816;Avon Tyrrell Youth Achievement Foundation;UK Youth;Avon Tyrrell;Avon Tyrrell Activity Centre;Bransgore;Hampshire;BH23 8EE;
136903;The Petersfield School;Cranford Road;;;Petersfield;Hampshire;GU32 3LU;1730263119
137113;Everest Community Academy;Oxford Way;;;Basingstoke;Hampshire;RG24 9UP;
137125;Noadswood School;North Road;Dibden Purlieu;;Southampton;Hampshire;SO45 4ZF;2380840025
137128;Perins School;Pound Hill;;;Alresford;Hampshire;SO24 9BS;1962734361
137129;Priestlands School;North Street;Pennington;;Lymington;Hampshire;SO41 8FZ;1590677033
137229;Hounsdown School;Jacobs Gutter Lane;Totton;;Southampton;Hampshire;SO40 9FT;2380862981
137239;The Romsey School;Greatbridge Road;;;Romsey;Hampshire;SO51 8ZB;1794512334
137279;New Forest School;Fawley Road;Fawley;Southampton;Hampshire;;SO45 1FJ;2330893629
137315;Testwood School;Testwood Lane;Totton;;Southampton;Hampshire;SO40 3ZW;2380862146
137345;Oaklands Catholic School;Stakes Hill Road;;;Waterlooville;Hampshire;PO7 7BW;2392259214
137403;St Anthony's Catholic Primary School;Primate Road;Titchfield Common;;Fareham;Hampshire;PO14 4RP;1489579100
137422;St Joseph's Catholic Primary School;Bridge Road;;;Aldershot;Hampshire;GU11 3DD;1252350583
137535;Amery Hill School;Amery Hill;;;Alton;Hampshire;GU34 2BZ;142084545
137538;Cams Hill School;Shearwater Avenue;;;Fareham;Hampshire;PO16 8AH;1329231641
137605;Dove House School;Sutton Road;;;Basingstoke;Hampshire;RG21 5SU;1256351555
137693;Bransgore Church of England Primary School;Ringwood Road;Bransgore;;Christchurch;Dorset;BH23 8JH;1425672272
137791;Bay House School;Gomer Lane;;;Gosport;Hampshire;PO12 2QP;2392587931
138038;The Cowplain School;Hart Plain Avenue;Cowplain;;Waterlooville;Hampshire;PO8 8RY;2392612020
138135;Robert May's School;West Street;Odiham;;Hook;Hampshire;RG29 1NA;1256702700
138139;Wellington Community Primary School;Alexandra Road;;;Aldershot;Hampshire;GU11 1QJ;1252326573
138184;Wyvern College;Botley Road;Fair Oak;;Eastleigh;Hampshire;SO50 7AN;2380692679
138242;Manor Church of England Infant School;Teachers Way;Holbury;;Southampton;Hampshire;SO45 2QG;2380897549
138287;The Costello School;Crossborough Hill;London Road;;Basingstoke;Hampshire;RG21 4AL;1256321263
138437;Bridgemary School;Wych Lane;Bridgemary;;Gosport;Hampshire;PO13 0JN;1329319966
138509;St Columba Church of England Primary Academy;Tewkesbury Avenue;;;Fareham;Hampshire;PO15 6LL;
138585;The New Forest Academy;Long Lane;Holbury;;Southampton;Hampshire;SO45 2PA;2380891192
138719;Hook-With-Warsash Church of England Academy;Church Road;Warsash;;Southampton;Hampshire;SO31 9GF;1489572393
138720;Eggar's School;London Road;Holybourne;;Alton;Hampshire;GU34 4EQ;1420541194
138920;Winton Community Academy;London Road;;;Andover;Hampshire;SP10 2PS;1264351822
139273;Front Lawn Primary Academy;Broadmere Avenue;Leigh Park;;Havant;Hampshire;PO9 5HX;2392475904
139548;Cornerstone CofE (VA) Primary School;Bluebell Way;Whiteley;;Fareham;;PO15 7QE;1489660750
139920;The Holme Church of England Primary School;Openfields;;;Headley;Hampshire;GU35 8PQ;1428714409
139944;Frogmore Junior School;Green Lane;Frogmore;Frogmore Junior School;Camberley;Surrey;GU17 0NY;1252873054
140006;Abbey House Independent Education and Care Limited;4 Foster Road;;;Gosport;Hampshire;PO12 2JJ;
140046;Clay Hill School;Clay Hill;;;Lyndhurst;Hampshire;SO43 7DE;2380283633
140069;Fareham Academy;St Anne's Grove;;;Fareham;Hampshire;PO14 1JJ;1329318003
140098;Milford-on-Sea Church of England Primary School;Lymington Road;Milford-on-Sea;;Lymington;Hampshire;SO41 0RF;1590642945
140182;Oakmoor School;Budds Lane;;;Bordon;Hampshire;GU35 0JB;1420472132
140211;Berewood Primary School;Kentidge Way;;;Waterlooville;Hampshire;PO7 3BE;2394006070
140690;The Cambridge Primary School;The Cambridge Primary School;Queens Avenue;Wellesley;Aldershot;Hampshire;GU11 4AA;1252314884
140732;LWS Academy;Montefiore Drive;Sarisbury Green;;Southampton;Hampshire;SO31 7NL;1489582684
141123;The Ashwood Academy;Ashwood Way;;;Basingstoke;Hampshire;RG23 8AA;1256474005
141187;The Coppice Spring Academy;Pack Lane;;;Basingstoke;Hampshire;RG22 5TH;1256336601
141249;Norman Court School;Norman Court;;;West Tytherely;Hampshire;SP5 1NH;
141473;Fawley Infant School;School Road;Fawley;;Southampton;Hampshire;SO45 1EA;2380897391
141474;Blackfield Primary School;Hampton Lane;Blackfield;;Southampton;Hampshire;SO45 1XA;2380893132
142906;The Eaglewood School;Culver Road;;;New Milton;Hampshire;BH25 6SY;1425460994
143698;Deer Park School;Sika Avenue;Hedge End;;Southampton;Hampshire;SO30 2HT;1489351100
143910;Home Farm School;Priory Lyndhurst;Clay Hill;;Lyndhurst;Hampshire;SO43 7DE;
144014;Brune Park Community School;Military Road;;;Gosport;Hampshire;PO12 3BU;2392616000
144093;Gomer Junior School;Pyrford Close;Alverstoke;;Gosport;Hampshire;PO12 2RP;2392524312
144808;Releasing Potential School;7 Kingscroft Court;Ridgway;Havant;;;PO9 1LS;2392479762
144882;Sun Hill Junior School;Sun Lane;;;Alresford;Hampshire;SO24 9NB;1962732801
144899;Farnborough Grange Nursery & Infant Community School;Moor Road;;;Farnborough;Hampshire;GU14 8HW;1252541879
145057;The Sixth Form College Farnborough;Prospect Avenue;;;Farnborough;Hampshire;GU14 8JX;1252688200
145125;Everest Community Academy;Oxford Way;;;Basingstoke;Hampshire;RG24 9UP;1256961330
145175;Queen Mary's College;Cliddesden Road;;;Basingstoke;Hampshire;RG21 3HF;1256417500
145229;St Vincent College;Mill Lane;;;Gosport;Hampshire;PO12 4QA;2392588311
145479;The Green Room School Kingsley;1 Old Park Farm;Forge Road;Kingsley;Borden;Hampshire;GU35 9LU;1420487706
146002;Bordon Junior School;Budds Lane;;;Bordon;Hampshire;GU35 0JB;1420472145
146244;Rowner Junior;Tichborne Way;Rowner;;Gosport;Hampshire;PO13 0BN;1329280299
146774;Kingsgate School;239 West Street;Fareham;Hampshire;;;PO16 0HZ;1329446921
147021;Oakfield Primary School;Sylvia Crescent;Totton;;Southampton;Hampshire;SO40 3LN;2380862530
147066;Boorley Park;Boorley Park Primary School;7 Nairn Road;Boorley Park;Botley;Hampshire;SO32 2SH;1489737970
147128;The Ferns Primary Academy;Field Road;;;Farnborough;Hampshire;GU14 9FX;127631554
147519;St Anne's Catholic Primary School;Pinkerton Road;South Ham;;Basingstoke;Hampshire;RG22 6RE;1256464165
147588;Inclusion Hampshire;"Office 5; the Clock Tower";Chineham Shopping Centre;;Chineham;Hampshire;RG24 8BQ;1256760800
147615;Compass Community School Hampshire;Kings Lodge;Homestead Road;Medstead;Alton;Hampshire;GU34 5NA;7843324836
147655;GLADE School;49 Junction Road;Totton;Hampshire;;;SO40 3BU;2380867036
147701;St Columba CE Primary School;Tewkesbury Avenue;;;Fareham;Hampshire;PO15 6LL;1329843226
147836;Barton Farm Primary Academy;Barton Farm Primary Academy;Glazier Road;Kings Barton;Winchester;Hampshire;SO22 6HS;1962798844
147852;Stoneham Park Primary Academy;21 Whieldon Way;North Stoneham Park;;Eastleigh;Hampshire;SO50 9SB;2380518833
147948;Marchwood Park Hospital School;Southampton Priory Hospital;Marchwood Park;Marchwood;Southampton;Hampshire;SO40 4DA;
148213;Awbridge Primary School;Danes Road;Awbridge;;Romsey;Hampshire;SO51 0HL;1794340407
148214;Wellow Primary School;Romsey Road;West Wellow;;Romsey;Hampshire;SO51 6BG;1794322201
148215;Weyford Nursery and Primary Academy;Weyford Nursery and Primary Academy;;Mill Chase Road;Bordon;Hampshire;GU35 0ET;1420472119
148216;Halterworth Primary School;Halterworth Lane;;;Romsey;Hampshire;SO51 9AD;1794512028
148343;The Austen Academy;Shakespeare Road;;The Austen Academy;BASINGSTOKE;Hampshire;RG24 9BP;1256236640
148385;Marnel Junior School;Shetland Road;Popley Way;;Basingstoke;Hampshire;RG24 9PT;1256328670
148744;Woodcot Primary School;Tukes Avenue;Bridgemary;;Gosport;Hampshire;PO13 0SG;1329234381
149028;Bere Clinic School;Hemlock Road;;;Waterlooville;Hampshire;PO8 8QT;2394314108
149140;Inclusion School;Bridgwater House;Jays Close;;Basingstoke;;RG22 4BS;1256437177
149425;Ashford Hill Primary School;Ashford Hill Road;Ashford Hill;;Thatcham;Berkshire;RG19 8BB;1189813822
